Chapter,Author,Date,Text,Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,chaotichearts-,Dec-07 2018,LOLLLL BOI,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,Faffacake,Dec-01 2018,Okay this guy we kill,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,Faffacake,Nov-28 2018,Go Edwina!! ðŸ’•ðŸ‘ðŸ»,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,Faffacake,Nov-25 2018,All Drusilla gets to look like is GUILTY because this wouldnâ€™t have happened if she wasnâ€™t such a greedy bÃ¯tch (excuse my language),Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,raceii,Nov-22 2018,Oh fÃ¼ck him,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,raceii,Nov-22 2018,Bitch please,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,chaotichearts-,Nov-21 2018,This comment may be offensive. Oh damn.  Don't you menstuate? I mean, you guys are always fucking..,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,4llyxox,Nov-21 2018,NOT THE TIME GUYS,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,4llyxox,Nov-21 2018,EYYYYYY VALKYRIE,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,#NAME?,Nov-20 2018,Okay, one question if I may ask, is your book going to be locked like some others where you need to spend money to read? I havenâ€™t been on Wattpad for a bit so I donâ€™t know how this stuff works but all I know is that I canâ€™t read some of my favorite books now, so I donâ€™t want the same thing to happen to this book: ((,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,collaterals,Nov-20 2018,stupid bastard,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,collaterals,Nov-20 2018,This comment may be offensive. quoi de la fucking fuck?,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,collaterals,Nov-20 2018,excuse moi,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,collaterals,Nov-20 2018,beside the point becausw it's against you, you measly dick?,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,collaterals,Nov-20 2018,always have been, you just never asked,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,collaterals,Nov-20 2018,This comment may be offensive. HE'S GOING DOWN FUCKING HELL YEAH,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,collaterals,Nov-20 2018,such a big dick energy,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,collaterals,Nov-20 2018,what a power couple,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,collaterals,Nov-20 2018,YES PLEASE,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,collaterals,Nov-20 2018,oh babies :((,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,sarcasmfuckingrules,Nov-19 2018,ðŸ˜¢,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,StarsNDSkies,Nov-19 2018,Ohh yeahhh... Bastard had that coming.,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,StarsNDSkies,Nov-19 2018,Lunette.. Lol ðŸ˜‚ðŸ˜‚ðŸ˜‚,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,Babybullshit_,Nov-19 2018,It's okay we get it ðŸ–¤,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,TheLlamaPope,Nov-18 2018,OOF,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,TheLlamaPope,Nov-18 2018,I am here for this omg,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,TheLlamaPope,Nov-18 2018,Mmmmmm,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,TheLlamaPope,Nov-18 2018,I'M TELLING YOU, EDWINA TREMAYNE LIKES WOMEN,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,TheLlamaPope,Nov-18 2018,Have* failed us,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,TheLlamaPope,Nov-18 2018,I stan 1 (one) queen,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,TheLlamaPope,Nov-18 2018,Edwina is bi spread the word,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,TheLlamaPope,Nov-18 2018,I-,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,TheLlamaPope,Nov-18 2018,God couple G O A L S,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,TheLlamaPope,Nov-18 2018,....oh,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,ESJohnson,Nov-18 2018,I can show you the door,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,ESJohnson,Nov-18 2018,Shiitake mushrooms,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,ESJohnson,Nov-18 2018,YASSSS QUEEN,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,ESJohnson,Nov-18 2018,No not my queen,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,ESJohnson,Nov-18 2018,Good to know you know that too,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,lowkeyloki__,Nov-18 2018,It's okay â¤ï¸ hoping your life will be stable soon!,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,lowkeyloki__,Nov-18 2018,This comment may be offensive. fuck away, apollo,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,lowkeyloki__,Nov-18 2018,This entire paragraph is making me so emotional,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,lowkeyloki__,Nov-18 2018,I'd prefer the other parts thrown in to the cutting process, too,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,lowkeyloki__,Nov-18 2018,The name Rowan makes me cry, especially of the word mate is in the same sentence.  ToG, anyone?,3 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,lowkeyloki__,Nov-18 2018,You don't know the story, do you?,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,lowkeyloki__,Nov-18 2018,SLAY KING,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,lowkeyloki__,Nov-18 2018,SLAY QUEEN,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,lowkeyloki__,Nov-18 2018,Why are you making me cry, Ellis?,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,Queenlikescoffee,Nov-18 2018,Yayyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,hiddenlikemoon,Nov-18 2018,Lovee youu,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,hiddenlikemoon,Nov-18 2018,Its okayy!,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,hiddenlikemoon,Nov-18 2018,My goodness, please take care of yourself first. We will wait for updates its not a problem. You please prioritize yourself first. Good luck.,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,hiddenlikemoon,Nov-18 2018,Damn,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,hiddenlikemoon,Nov-18 2018,You definitely know how to end each and every single chapter like this huh,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,hiddenlikemoon,Nov-18 2018,WHAT THE HELL,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,hiddenlikemoon,Nov-18 2018,My god,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,hiddenlikemoon,Nov-18 2018,You deserve it,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,hiddenlikemoon,Nov-18 2018,Bish,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,hiddenlikemoon,Nov-18 2018,Interesting.,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,hiddenlikemoon,Nov-18 2018,I like her so far,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,hiddenlikemoon,Nov-18 2018,I LIKE THIS,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,hiddenlikemoon,Nov-18 2018,WHAT,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,hiddenlikemoon,Nov-18 2018,YAS,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,hiddenlikemoon,Nov-18 2018,ALSO THAT WAS GORGEOUS WOW,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,hiddenlikemoon,Nov-18 2018,Goals,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,hiddenlikemoon,Nov-18 2018,Damn.,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,hiddenlikemoon,Nov-18 2018,Here we go.,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,Teesha888,Nov-18 2018,My heart just melted,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,Tris_fire,Nov-18 2018,Good luck! sure sounds hectic as hell,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,maskedst,Nov-18 2018,If only he could stop being an ass and do something useful with himself for once that wasn't slimy and disgusting,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,StarryNightOwls,Nov-18 2018,GOOD LUCK WITH YOUR EXAMS! SLEEP WELL!,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,hubrvs,Nov-18 2018,Please keep your health as your main priority love <3 make sure to gets lots of rest,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,hubrvs,Nov-18 2018,This comment may be offensive. well shit,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,hubrvs,Nov-18 2018,STRANGLE ME,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,AndIOopwhat,Nov-18 2018,g o a l s,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,AndIOopwhat,Nov-18 2018,this is making me grin,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,AndIOopwhat,Nov-18 2018,Can't decide who is more hotter,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,AndIOopwhat,Nov-18 2018,AAAAAAHHH if this isn't what I want to wake up to,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,primmee,Nov-18 2018,Lots of love to you too!,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,primmee,Nov-18 2018,It's all right! We understand <3,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,primmee,Nov-18 2018,GET OUT, YOU USELESS BUFFOON,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,primmee,Nov-18 2018,WHAT THE,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,primmee,Nov-18 2018,She's suffered through so much. She deserves a happy ending,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,primmee,Nov-18 2018,Please, please cut it,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,primmee,Nov-18 2018,This is kind of reminding me of a Thai story called Phra Aphai Mani,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,primmee,Nov-18 2018,Awww,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,primmee,Nov-18 2018,The color for funerals,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,sensationale,Nov-18 2018,wdwgeswg why is HE here ew,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,sensationale,Nov-18 2018,well this would be an interesting chapter to both read and write,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,sensationale,Nov-18 2018,WOMEN WHO SUPPORT WOMEN >,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,sensationale,Nov-18 2018,JSJBA BRUHHHHH,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,sensationale,Nov-18 2018,this is so cute,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,sensationale,Nov-18 2018,HJgxzVJAgxVJGvxJZ  i AM yodeLING,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,flavescents,Nov-18 2018,The doorâ€™s that way.,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,TanLegend,Nov-18 2018,In other words: someone call the my little ponies, cause we're gonna need those 'power of friendship' lessons.,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,xoxo_celeste,Nov-18 2018,Well then,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,kindwishes,Nov-18 2018,Wow just reading what you have to get done is making my head hurt, I can't imagine what you're going through. Good luck â¤,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,xoxo_celeste,Nov-18 2018,Why do I have a feeling that Amphi will die?,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,wishuponabutterfly,Nov-18 2018,You updated! Yayy!,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,kindwishes,Nov-18 2018,reminds me of Gatsby,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,kindwishes,Nov-18 2018,Or Emmerson..,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,kindwishes,Nov-18 2018,I'm excited..and scared,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,queenlythefirst,Nov-18 2018,Whelp, theyâ€™re fecked,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,queenlythefirst,Nov-18 2018,Do you have a map of Endollon? Cause if you do, can we pretty-pretty please with an Excalibur on top see it?,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,Leannea,Nov-18 2018,what an absolute cracker of an ending,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,queenlythefirst,Nov-18 2018,Cool it Tristan, wait until after to War, then you can feast.,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,lostchildofWakanda,Nov-18 2018,â¤â¤â¤â¤,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,-,Nov-18 2018,I ALMOST DROPPED MY PHONE WHEN I SAW THE NOTIF IM-,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84 | ACT VI, SCENE I,CookiesnCream133,Nov-18 2018,Man to the rescue,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,knelysian,2 days ago,Their feud is so stupid,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,knelysian,2 days ago,I donâ€™t understand why they are so hell-bent on killing her in the first place...,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,frostedlavender,Feb-03,It's her call. They tried to kill Her not tristan,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,MahiraJane,Dec-16 2019,This comment may be offensive. But like his mEn, are fucking Tristan's men, not his. He ain't king of Stormholt anymore, he has been disowned,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,TooMuchSarcasm,Dec-01 2019,No you have to make sure that they don't kill youuuu,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,lowkeyloki__,Sep-01 2019,YASSSSS KWEEEENNN,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,lowkeyloki__,Sep-01 2019,Yes. _Yes._,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,lowkeyloki__,Sep-01 2019,This comment may be offensive. Oh my god they're not commanding you dumb shit they're _asking_,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,lowkeyloki__,Sep-01 2019,Ayy leonard. Shut up, sit down.,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,lowkeyloki__,Sep-01 2019,Broooooooo,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,armb6276,Aug-22 2019,I can just imagine Tom Hiddleston saying the exact same words ðŸ˜,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,daniboii03,Aug-16 2019,WHAT AN  I C O N,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,daniboii03,Aug-16 2019,Ohhh lorddd,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,daniboii03,Aug-16 2019,THIS IS WHY WE LOVE YOU,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,daniboii03,Aug-16 2019,And he is a disgrace and a rapist therefore he needs to leave,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,daniboii03,Aug-16 2019,Looks like your being disowned Helios,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,undeniable-s,Aug-02 2019,holy fxck,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,GladilizRiveraDelpn,Jul-19 2019,gurl you dumb,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,GladilizRiveraDelpn,Jul-19 2019,Girl they gon try to kill you again ðŸ™„ðŸ™„,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,-,Jan-06 2019,Yes girl ðŸ™ŒðŸ»,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,-,Jan-06 2019,Uhhh thank u, next,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,CineHarry,Dec-24 2018,Girly, that was a wrong move!,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,4llyxox,Dec-13 2018,YASSSS,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,4llyxox,Dec-13 2018,A mood,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,4llyxox,Dec-13 2018,Oft I missed an update,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,AndIOopwhat,Dec-11 2018,SHIVERS GOOSEBUMPS,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,AndIOopwhat,Dec-11 2018,WATTPAD DIDN'T TELL ME,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,chaotichearts-,Dec-07 2018,ðŸ’£ðŸ’¥,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,chaotichearts-,Dec-07 2018,I n f e r n o V i b e s,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,chaotichearts-,Dec-07 2018,I'm in love with the fury,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,chaotichearts-,Dec-07 2018,Damn.,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 | ACT VI, SCENE II,goldenskais,Dec-03 2018,AYYYYEEEE,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
