Chapter Name,Author,Date,Text,Replies
CROWN OF GLASS,Snowflakesummer,"Jul 29, 2017"," #believerbc  Very intriguing, it took me a few to realise you were asking the same question to different gods but it was very good! I love how all of them do have different answer yet they all have the same conclusion, it is not death. I can't wait to see the rest of this!",Reply
CROWN OF GLASS,Snowflakesummer,"Jul 29, 2017"," #believerbc  I love how all of them have different answers, very intriguing",Reply
CROWN OF GLASS,JasmanianDevil27,"Jul 29, 2017"," #Leisurely  You've really grabbed my attention with these dialogues; they each hold their own characteristics and scream dangerous. Your optic decorations add a nice touch to it as well. The only thing I MIGHT add if I could find anything that matched, would be music. That might be hard for this part since you don't want to force another story upon your own (say by using Harry Potter themed music). If you used an uncommon piano song though for example, it could help add yet another effect.",9 Replies
CROWN OF GLASS,JasmanianDevil27,"Jul 29, 2017"," #Leisurely   Your description is really good. It mentions a problem that must be solved, maintains an air of mystery, and explains the books setting. The only thing I would add, is having something about the main character so that the reader starts to grow used to them before they even start reading the book.  I absolutely, loove all your quote worthy lines like the one about the wolf and now the pots of stars ❤️",Reply
CROWN OF GLASS,MusicgirlXD,"Jul 29, 2017", #believerBc  Wow I have chills going up my spine. This is amazing. I asume this is going to be the context of the book. I cant wait to read it. It sounds so interesting! :D,Reply
CROWN OF GLASS,christinewonn,"Jul 29, 2017"," #believerbc  I love the idea of this book, asking different Gods the same question. This line just felt so deep and meaningful. It actually made me realize the importance of love and loyalty and without it... it's like killing someone.",Reply
CROWN OF GLASS,christinewonn,"Jul 29, 2017"," #beleiverbc  This line really starts off the chapter well, it leaves the reader thinking. Also, it wants the reader to know how this line is related to the chapter/story. Captivating and meaningful!",Reply
CROWN OF GLASS,sophiasticate,"Jul 28, 2017","*lays on the floor and stares up at the ceiling bc this first page was not only great, but regal*",1 Reply
CROWN OF GLASS,sophiasticate,"Jul 28, 2017",this repetition is pure amazing ness I tell you that,1 Reply
CROWN OF GLASS,sophiasticate,"Jul 28, 2017",HOOKED I AM HOOKED I AM SHOOKED THIS IS A REALLY GOOD BOOK,Reply
CROWN OF GLASS,J3ennife4,"Jul 28, 2017"," #believerbc  I feel like an idiot for not realizing sooner that the person was asking each god the question rather than the same god giving different answers, but anyway, it was a good introduction! Really captures the attention of the reader, and I like that you never said who's asking the question. Leaves an element of mystery that I'm assuming we're going to find out later. Looking forward to the next chapter!",Reply
CROWN OF GLASS,J3ennife4,"Jul 28, 2017", #believerbc Took me a few read throughs of this paragraph before I realized that someone is asking each god the same question- REALLY like this idea!!,Reply
CROWN OF GLASS,Stardustisinsideme,"Jul 28, 2017"," #believerbc   I really love this chapter! Although I was a bit confused as to who was saying ""how do you kill a god"". Using that idea repetitively makes for a good beginning. You used it just enough times for it not to get boring. I like how maybe the answers shed light onto the different god's personalities and what they value in life. Each one was thinking more of themselves and what would hurt them. This is a great intro and I can't wait to keep reading!   Good job :)",1 Reply
CROWN OF GLASS,mnsjohns,"Jul 28, 2017", #believerbc This was a great way to start the book. It definitely grabs your attention and leaves you wanting more.  I love that you let the last answer to the question to be so dramatically different that the other ones. That was a wonderful hook to keep the reader reading.  I couldn't find any errors or flaws.,Reply
CROWN OF GLASS,mnsjohns,"Jul 28, 2017", #believerbc I love this,Reply
CROWN OF GLASS,hyaenahyaena,"Jul 28, 2017", #believerbc It's interesting that she has a slightly different response from the other gods who simply say 'but it is not death'... I wonder why.,Reply
CROWN OF GLASS,hyaenahyaena,"Jul 28, 2017"," #believerbc  Whoa, this is a cool way to start a book, very intriguing with nice description. I like how there is an actually definitive answer as how to kill a god, unlike what all the others claimed. Makes me wonder if the others actually know if a god can die, or if they actually want to conceal that fact. Anyways, kept short, sweet, and informational, the introduction was pleasant to read!",Reply
CROWN OF GLASS,leesconfucius,"Jul 27, 2017",Teehee,Reply
CROWN OF GLASS,leesconfucius,"Jul 27, 2017",I love this,Reply
CROWN OF GLASS,jackiel2004,"Jul 26, 2017"," #BelieverBC  I love how you started this book off with the question, ""How Do You Kill a God?"" Something about it is so intriguing, and I love it! I've never seen anything like this, and it's definitely one of the best starts to a book I've ever read. Well done!",Reply
CROWN OF GLASS,colourthestars-,"Jul 26, 2017"," #believerbc  What an awesome start to the book, despite a rather lackluster cover. I thought, personally, that it could be better, but your introduction makes up for it. The concept is quite interesting - I'm not a huge fantasy fan, but this has sucked me in. The layout is spectacular, and I can't wait to see what you have in store for us!",2 Replies
CROWN OF GLASS,auseante,"Jul 25, 2017"," #believerbc  I am in love with this introduction! It is very unique and intrigues the readers so that they would want more; and I sure did! We are getting a glimpse about how the story will turn out in the future and maybe some of the characters. The concept of this is brilliant! The gods are no different and that's what got me thinking the most! Given the same prompts and hurled back with the same answer: You can't. But the big reveal of a god for a god was left me in awe with a twist to the common saying. Overall, love this already! :)",Reply
CROWN OF GLASS,-,"Jul 25, 2017"," #believerbc  I'm not quite sure why, but this line really struck me. I could really feel it, imagine her.  This is great.",Reply
CROWN OF GLASS,-,"Jul 25, 2017"," #believerbc  I really love this chapter. You definitely caught my attention through the interesting way it was all set up. The mystery of the content intrigues the reader. That element is so important so that they continue reading. Also, you did an amazing job setting up for the story, showing the tone and setting. I'm not left in the dark wondering what the story might be about like a lot of other stories. Finally, your description was very convincing, I was able to really see it and feel the mood you were trying to set.   Great work!",Reply
CROWN OF GLASS,Jenjibread,"Jul 25, 2017",Dudeee this is cool ^-^,Reply
CROWN OF GLASS,AnnaKhan747,"Jul 24, 2017"," #believerbc  Wow, you got a very different introduction. The question and the answer of each God, was shown perfectly. The words you used were shaping the whole thing in a continuous flow. Those answers felt real. Like somebody is actually talking to me. You have done an excellent work of keeping the readers hooked and think what is going to happen.  Great job!",Reply
CROWN OF GLASS,okaynel,"Jul 24, 2017"," #believerbc  I love love love this introduction! I the word choice is great and it's like you can hear the speakers talking! I am in love the the dynamic in this story, it so suspenseful! I really want to learn about the characters, for example, the one who wants to kill a God. You've definitely got me hooked!",Reply
CROWN OF GLASS,hungryebi,"Jul 24, 2017", #believerbc  I like the format of this introduction! It’s so innovative and it captures the reader’s attention. I like the suspense and I would definitely read on,Reply
CROWN OF GLASS,PistachioJoe,"Jul 24, 2017", #believerbc  this line is very great. i love the simplicity of it... and how it still holds so much meaning nevertheless.,Reply
CROWN OF GLASS,PistachioJoe,"Jul 24, 2017"," #believerbc   i can't begin to explain to you how CLEVER this introduction is! the word choice, the differentiation between each of the speakers, the thoughts they all voice.... so brilliant. this is set up in an almost poetic way; i very much love it. i can't seem to find any issues with this. your presentation of the gods in this light already helps me to understand a bit more of the story. it also holds suspense-- i definitely want to read more.",Reply
CROWN OF GLASS,Androme_Deux,"Jul 23, 2017"," #believerbc  It's clever how you frequently add ""but it is not death"" to every end of a paragraph.",Reply
CROWN OF GLASS,Androme_Deux,"Jul 23, 2017"," #believerbc  Well then, how very intriguing. No grammatical errors, no mistakes. At first, I got confused on why the question got repeated for the second time, but found out that it was intended. I'm assuming that this story will focus on trying to kill a God? That's how I see it.",1 Reply
CROWN OF GLASS,imaptient14,"Jul 22, 2017", #Believer bc  This is such a thing she would say.,Reply
CROWN OF GLASS,qkdxksdml,"Jul 22, 2017"," #believebc  ""How do you kill a God?""  Wow, this concept is new to me. It already drawns my attention. Plus I cannot even see any flaws in this part, at least a typographical error. I think your story is phenomenal. Someone once told me that the books who got those great intros and prologues are the best to read and watch out for. I don't know what to comment really. It's hard to critic something perfect.  I think you got the concept, ""A God for a God,"" from a king. I forgot his name. It is the, ""an eye for an eye and a tooth for a tooth"" idea. But anyways, again, it's magnificent. So much for the first part. I wonder what would be the wonders I'm going to unearth on the upcoming chapters ☺",2 Replies
CROWN OF GLASS,-,"Jul 22, 2017", #believer bc  This is a very clever introduction to your story. I love the play on each God's answer and I love the way you've described them. I saw no grammatical mistakes that humped out to me. This intro really sets the tone for your story and let's us know ow right away what we are in store for. I love it!,Reply
CROWN OF GLASS,-,"Jul 22, 2017", #Believer BC  A very cool paragraph. Descriptions are on point.,Reply
CROWN OF GLASS,InfiniteMiracle,"Jul 22, 2017"," #believerbc  I don't know if this is meant to count as one of my chapters for believer book club, but I'm going to count it because I feel like it's an important part of your book.  I love the way you have the question being asked repetitively without changing it all. It really sets an eerie dynamic.  I absolutely love how you had each of the god's answer the question in their own way. I think each of their responses gave me a huge insight into what their characters are like. I defininitly want to learn more about the god of the Skies who had blood on his hands.  Your descriptions and language you had throughout this section were fantastic. I noticed no mistakes which is always a good thing, and I enjoyed reading it. You have a great story started here, and I look forward to seeing how you develop it in further chapters.",1 Reply
CROWN OF GLASS,BayenNao,"Jul 22, 2017"," #BelieverBC  Does it even count to comment here? Its a good start, pulling everyones attention with the first line. You described each of the gods was great.  Great work!",Reply
CROWN OF GLASS,ithinkofrauhl,"Jul 22, 2017", #believerbc   Such a good start!! You pulled everyone's ettention with the first line. The way you described each of the gods was geat. This made me curious. Great work. This will keep me glued!!,Reply
CROWN OF GLASS,aquaria13,"Jul 22, 2017"," #believerbc I love this. I don't quite know if this counts to comment here but I am anyhow. I love how you go down the line, creating this  sense of suspense and mystery. Usually, in books that have a repeating factor to it such as this introduction type thing, it can get boring. But this had me glued I loved this. Keep up the good work :)",Reply
CROWN OF GLASS,LisaVanDerMolen,"Jul 22, 2017"," #believerbc   How do you kill a god? I really love how you started it of, really pulling everybody's attention right into the story. I really like how your question doesn't feel to repetitive, keep the good work up!",1 Reply
CROWN OF GLASS,Sunburn_11,"Jul 22, 2017"," #leisurely  This was such a great start! It makes me want curious to see what will happen next and why gods are wanting to kill each other. The last line was chilling, but the whole chapter had the same kind of chilling feel to it. This was perfect to hook readers in!",1 Reply
CROWN OF GLASS,Chocolate370,"Jul 17, 2017",Wow nice beginning . I can see you worked hard on this story . Can't wait to read on x,1 Reply
CROWN OF GLASS,rubyruins,"Jul 12, 2017","Thanks :) this one's not exactly the prologue, but it comes in a few chapters. Yep, the main reason was to create a sense of foreboding here, coz towards the ending, things get quite heated up with references to earlier things.  Sure, I guess I'll make the changes with 'Era.' Thanks for pointing out, and most importantly, thanks for reading! Love ya :D",Reply
CROWN OF GLASS,cdsheridan,"Jul 12, 2017","Oooooo chilling. Prologues can sometimes be wearisome, but you've managed to create this awesome sense of foreboding. I love the descriptions of each of the gods, and the fact that you've put it in the present tense. My one callout would be the capitalization of ""Era"" in the last paragraph — if it's not a proper noun in the rest of the story to come, I don't think it needs to be capitalized here. But aside from that, yesyesyes! Can't wait to read more!",Reply
CROWN OF GLASS,castiehl,"Jul 10, 2017"," #believerbc  Oh hell yeah. I can't wait for this. Already I am hooked! This is exactly the sort of thing I would want to read.  Good news, I haven't spotted any grammar/spelling mistakes so far.   Absolutely beautiful descriptions, wonderful vocabulary. It was so powerful and enchants readers right away. The repetition of ""how do you kill a god?"" Set an eerie dynamic too. Also, I like the banner at the top - did you make it?  Excellent start!",1 Reply
CROWN OF GLASS,rubyruins,"Jul 09, 2017","Thanks for taking the time and checking this out 😀 this part is quite related towards further events, trying to make my book go a complete circle!",1 Reply
CROWN OF GLASS,Tophie_Star,"Jul 09, 2017",This is amazing!! I love the beginning! It tooootally draws me in and i'm eager for this story to unravel!,Reply
CROWN OF GLASS,rubyruins,"Jan 22, 2017",👭❤❤,Reply
CROWN OF GLASS,Bekka_XOX_,"Jan 22, 2017",Can't wait!,1 Reply
